,OffenseTeam,DefenseTeam,Down,ToGo,Formation,PlayType,DefensePassRank,DefenseRunRank
746,LV,DEN,1,10,SHOTGUN,1,15,29
750,SEA,SF,1,10,UNDER CENTER,0,7,7
751,SEA,SF,2,6,SHOTGUN,1,7,7
752,SEA,SF,1,10,NO HUDDLE SHOTGUN,0,7,7
753,SEA,SF,1,7,NO HUDDLE SHOTGUN,0,7,7
754,SEA,SF,1,10,UNDER CENTER,1,7,7
755,SEA,SF,2,1,UNDER CENTER,1,7,7
756,SEA,SF,1,10,UNDER CENTER,0,7,7
759,SF,SEA,2,5,SHOTGUN,0,13,4
760,SF,SEA,1,10,SHOTGUN,0,13,4
762,SF,SEA,2,9,UNDER CENTER,1,13,4
766,SF,SEA,2,4,SHOTGUN,1,13,4
767,SF,SEA,1,8,UNDER CENTER,0,13,4
771,PHI,WAS,3,7,SHOTGUN,1,2,11
772,PHI,WAS,2,10,SHOTGUN,0,2,11
773,PHI,WAS,1,10,UNDER CENTER,0,2,11
774,PHI,WAS,2,2,UNDER CENTER,0,2,11
775,PHI,WAS,1,10,SHOTGUN,0,2,11
778,PHI,WAS,1,10,SHOTGUN,1,2,11
779,PHI,WAS,2,1,SHOTGUN,0,2,11
782,PHI,WAS,1,10,SHOTGUN,1,2,11
784,WAS,PHI,3,7,SHOTGUN,1,20,10
785,WAS,PHI,2,13,SHOTGUN,1,20,10
786,WAS,PHI,3,10,SHOTGUN,1,20,10
787,WAS,PHI,2,10,SHOTGUN,1,20,10
788,WAS,PHI,1,10,UNDER CENTER,0,20,10
789,WAS,PHI,1,10,UNDER CENTER,1,20,10
790,PHI,WAS,3,2,SHOTGUN,0,2,11
791,LAC,KC,2,1,UNDER CENTER,0,19,19
792,LAC,KC,1,1,UNDER CENTER,0,19,19
796,LAC,KC,3,2,SHOTGUN,1,19,19
798,DET,MIN,2,3,SHOTGUN,1,30,22
799,DET,MIN,1,10,SHOTGUN,1,30,22
802,MIN,DET,1,4,SHOTGUN,1,32,14
813,MIN,DET,1,10,UNDER CENTER,0,32,14
814,MIN,DET,2,1,UNDER CENTER,0,32,14
815,MIN,DET,1,10,UNDER CENTER,1,32,14
816,DET,MIN,1,10,SHOTGUN,1,30,22
818,DET,MIN,1,10,NO HUDDLE SHOTGUN,1,30,22
819,DET,MIN,3,11,SHOTGUN,1,30,22
820,DET,MIN,2,10,SHOTGUN,1,30,22
821,DET,MIN,1,10,SHOTGUN,1,30,22
822,DET,MIN,2,2,UNDER CENTER,1,30,22
824,MIN,DET,2,2,UNDER CENTER,0,32,14
826,MIN,DET,1,6,UNDER CENTER,0,32,14
827,MIN,DET,2,1,UNDER CENTER,0,32,14
828,MIN,DET,1,20,UNDER CENTER,0,32,14
831,MIN,DET,2,3,UNDER CENTER,0,32,14
832,MIN,DET,1,10,UNDER CENTER,0,32,14
833,MIN,DET,2,10,SHOTGUN,1,32,14
834,MIN,DET,1,10,UNDER CENTER,1,32,14
836,DET,MIN,2,4,UNDER CENTER,1,30,22
837,DET,MIN,1,10,UNDER CENTER,0,30,22
839,MIN,DET,3,4,SHOTGUN,1,32,14
840,MIN,DET,2,8,SHOTGUN,0,32,14
841,MIN,DET,1,8,UNDER CENTER,1,32,14
842,MIN,DET,2,10,UNDER CENTER,1,32,14
843,MIN,DET,1,10,UNDER CENTER,1,32,14
845,GB,CHI,3,8,NO HUDDLE SHOTGUN,1,17,8
846,GB,CHI,1,10,UNDER CENTER,0,17,8
847,MIA,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
848,MIA,BUF,2,10,SHOTGUN,1,10,24
849,MIA,BUF,1,10,NO HUDDLE SHOTGUN,1,10,24
850,BUF,MIA,1,10,UNDER CENTER,0,25,16
852,MIA,BUF,3,7,SHOTGUN,1,10,24
853,MIA,BUF,2,7,SHOTGUN,1,10,24
854,BUF,MIA,2,10,UNDER CENTER,1,25,16
855,BUF,MIA,1,10,NO HUDDLE,1,25,16
856,MIA,BUF,4,9,SHOTGUN,1,10,24
857,MIA,BUF,2,9,NO HUDDLE SHOTGUN,1,10,24
859,BUF,MIA,3,13,SHOTGUN,1,25,16
863,MIA,BUF,3,4,SHOTGUN,1,10,24
864,MIA,BUF,2,4,SHOTGUN,1,10,24
865,MIA,BUF,1,9,SHOTGUN,0,10,24
866,MIA,BUF,2,5,SHOTGUN,1,10,24
867,MIA,BUF,1,10,SHOTGUN,1,10,24
868,MIA,BUF,1,10,SHOTGUN,1,10,24
870,BUF,MIA,2,10,SHOTGUN,1,25,16
872,MIA,BUF,3,14,SHOTGUN,1,10,24
875,TEN,GB,2,7,NO HUDDLE,1,9,21
876,TEN,GB,1,10,UNDER CENTER,0,9,21
877,PHI,DAL,3,2,SHOTGUN,1,21,30
879,PHI,DAL,1,10,NO HUDDLE SHOTGUN,1,21,30
880,PHI,DAL,3,5,SHOTGUN,1,21,30
881,PHI,DAL,2,5,NO HUDDLE SHOTGUN,1,21,30
882,CHI,GB,1,10,UNDER CENTER,0,9,21
883,CHI,GB,3,3,SHOTGUN,0,9,21
884,CHI,GB,2,3,UNDER CENTER,1,9,21
885,CHI,GB,1,10,UNDER CENTER,1,9,21
886,CAR,NO,2,23,SHOTGUN,1,5,5
888,CAR,NO,1,10,SHOTGUN,1,5,5
889,CAR,NO,1,10,UNDER CENTER,0,5,5
890,NO,CAR,1,10,UNDER CENTER,1,12,28
892,PIT,CIN,1,10,SHOTGUN,1,26,31
897,SF,DAL,2,10,SHOTGUN,1,21,30
898,SF,DAL,1,10,NO HUDDLE SHOTGUN,1,21,30
899,DET,TB,4,9,SHOTGUN,1,6,1
900,DET,TB,3,16,SHOTGUN,1,6,1
901,DET,TB,2,16,NO HUDDLE SHOTGUN,1,6,1
902,DET,TB,1,25,SHOTGUN,1,6,1
904,TB,DET,4,7,SHOTGUN,1,32,14
906,TB,DET,3,9,SHOTGUN,1,32,14
908,TB,DET,2,9,UNDER CENTER,1,32,14
909,TB,DET,1,10,UNDER CENTER,0,32,14
911,TB,DET,1,10,UNDER CENTER,1,32,14
914,SF,DAL,1,10,NO HUDDLE SHOTGUN,1,21,30
915,SF,DAL,3,11,NO HUDDLE SHOTGUN,1,21,30
916,SF,DAL,2,10,SHOTGUN,1,21,30
917,SF,DAL,1,10,SHOTGUN,1,21,30
919,KC,NO,1,10,SHOTGUN,0,5,5
921,KC,NO,1,10,SHOTGUN,1,5,5
922,KC,NO,2,1,SHOTGUN,0,5,5
923,KC,NO,2,9,SHOTGUN,1,5,5
924,KC,NO,1,10,SHOTGUN,0,5,5
926,NO,KC,2,14,SHOTGUN,1,19,19
929,KC,NO,3,2,SHOTGUN,1,5,5
930,KC,NO,2,3,SHOTGUN,0,5,5
931,KC,NO,1,10,UNDER CENTER,0,5,5
932,PHI,ARI,2,10,SHOTGUN,1,8,25
933,PHI,ARI,1,10,SHOTGUN,1,8,25
937,NO,MIN,1,1,UNDER CENTER,0,30,22
940,NO,MIN,2,4,UNDER CENTER,1,30,22
941,ARI,PHI,4,2,SHOTGUN,1,20,10
942,ARI,PHI,3,1,SHOTGUN,0,20,10
943,NO,CAR,3,4,SHOTGUN,0,12,28
944,NO,CAR,2,10,SHOTGUN,1,12,28
945,NO,CAR,1,10,UNDER CENTER,1,12,28
946,NO,CAR,3,5,SHOTGUN,1,12,28
947,NO,CAR,2,6,SHOTGUN,0,12,28
948,NO,CAR,1,10,UNDER CENTER,1,12,28
949,CAR,NO,2,2,SHOTGUN,1,5,5
950,CAR,NO,1,10,SHOTGUN,1,5,5
951,CAR,NO,4,1,UNDER CENTER,0,5,5
952,CAR,NO,3,1,UNDER CENTER,1,5,5
953,CAR,NO,2,1,UNDER CENTER,0,5,5
955,NO,CAR,3,1,UNDER CENTER,0,12,28
956,NO,CAR,2,2,UNDER CENTER,0,12,28
958,PHI,DAL,3,20,SHOTGUN,1,21,30
960,DAL,PHI,1,10,UNDER CENTER,0,20,10
962,PHI,DAL,3,4,SHOTGUN,0,21,30
964,PHI,DAL,1,4,SHOTGUN,0,21,30
966,LA,SEA,1,10,UNDER CENTER,1,13,4
967,LA,SEA,4,1,UNDER CENTER,0,13,4
968,SEA,LA,2,6,SHOTGUN,1,1,3
970,SEA,LA,1,10,SHOTGUN,0,1,3
971,SEA,LA,3,6,SHOTGUN,1,1,3
973,SEA,LA,2,10,UNDER CENTER,1,1,3
976,BUF,NE,1,4,UNDER CENTER,1,24,17
977,BUF,NE,1,10,SHOTGUN,1,24,17
979,BUF,NE,2,10,UNDER CENTER,0,24,17
982,GB,TEN,1,9,UNDER CENTER,0,22,18
983,GB,TEN,3,10,SHOTGUN,1,22,18
986,SEA,LA,2,9,SHOTGUN,1,1,3
987,SEA,LA,1,10,UNDER CENTER,0,1,3
992,WAS,CAR,3,5,SHOTGUN,1,12,28
993,WAS,CAR,2,10,SHOTGUN,1,12,28
994,WAS,CAR,1,10,SHOTGUN,1,12,28
996,CAR,WAS,1,10,SHOTGUN,0,2,11
997,CAR,WAS,2,10,UNDER CENTER,1,2,11
998,CAR,WAS,1,10,UNDER CENTER,1,2,11
1000,CAR,WAS,3,3,SHOTGUN,0,2,11
1001,CAR,WAS,2,3,UNDER CENTER,0,2,11
1002,CAR,WAS,1,5,SHOTGUN,1,2,11
1005,PHI,DAL,1,10,SHOTGUN,1,21,30
1006,PHI,DAL,3,2,SHOTGUN,1,21,30
1007,CLE,PIT,1,10,UNDER CENTER,0,3,13
1008,PIT,CLE,4,6,SHOTGUN,1,18,12
1009,PIT,CLE,3,6,SHOTGUN,1,18,12
1010,PIT,CLE,2,9,SHOTGUN,1,18,12
1011,PIT,CLE,1,10,UNDER CENTER,0,18,12
1012,PIT,CLE,2,10,SHOTGUN,1,18,12
1013,PIT,CLE,1,10,SHOTGUN,1,18,12
1016,DAL,NYG,1,10,UNDER CENTER,0,11,9
1018,DAL,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
1019,DAL,NYG,2,3,NO HUDDLE,1,11,9
1023,DAL,NYG,2,1,NO HUDDLE,1,11,9
1025,NYG,DAL,2,8,UNDER CENTER,1,21,30
1026,NYG,DAL,1,10,SHOTGUN,0,21,30
1027,HOU,TEN,1,10,SHOTGUN,0,22,18
1031,HOU,TEN,3,6,SHOTGUN,1,22,18
1032,HOU,TEN,2,8,SHOTGUN,1,22,18
1033,HOU,TEN,1,8,SHOTGUN,1,22,18
1034,HOU,TEN,3,7,SHOTGUN,1,22,18
1035,PHI,DAL,2,2,SHOTGUN,1,21,30
1036,IND,PIT,2,9,UNDER CENTER,1,3,13
1037,IND,PIT,1,10,SHOTGUN,0,3,13
1039,KC,ATL,3,4,SHOTGUN,0,29,15
1040,KC,ATL,3,7,SHOTGUN,1,29,15
1042,KC,ATL,3,7,SHOTGUN,1,29,15
1043,KC,ATL,2,7,SHOTGUN,1,29,15
1044,KC,ATL,1,7,SHOTGUN,1,29,15
1045,KC,ATL,1,10,UNDER CENTER,0,29,15
1047,HOU,CIN,2,10,SHOTGUN,1,26,31
1049,HOU,CIN,1,4,SHOTGUN,0,26,31
1050,HOU,CIN,1,10,UNDER CENTER,1,26,31
1053,HOU,CIN,1,10,UNDER CENTER,1,26,31
1055,DEN,LAC,1,10,SHOTGUN,0,14,20
1057,LAC,DEN,3,3,SHOTGUN,1,15,29
1060,LAC,DEN,1,10,SHOTGUN,1,15,29
1061,MIA,LV,1,10,SHOTGUN,1,27,23
1063,LV,MIA,3,9,SHOTGUN,1,25,16
1065,LV,MIA,2,1,NO HUDDLE SHOTGUN,1,25,16
1068,LV,MIA,2,10,SHOTGUN,1,25,16
1069,LV,MIA,1,10,UNDER CENTER,0,25,16
1072,MIA,LV,1,10,SHOTGUN,0,27,23
1073,CIN,PIT,3,1,SHOTGUN,0,3,13
1075,CIN,PIT,2,5,SHOTGUN,0,3,13
1076,CIN,PIT,1,10,SHOTGUN,0,3,13
1081,PIT,CIN,2,1,SHOTGUN,1,26,31
1082,PIT,CIN,1,10,SHOTGUN,1,26,31
1083,PIT,CIN,3,4,SHOTGUN,1,26,31
1084,PIT,CIN,2,10,SHOTGUN,1,26,31
1085,PIT,CIN,1,10,SHOTGUN,1,26,31
1086,PIT,CIN,2,6,SHOTGUN,1,26,31
1087,ARI,PHI,2,2,SHOTGUN,0,20,10
1088,ARI,PHI,1,10,SHOTGUN,1,20,10
1092,PHI,ARI,3,3,SHOTGUN,0,8,25
1093,PHI,ARI,2,6,SHOTGUN,0,8,25
1094,PHI,ARI,1,10,NO HUDDLE SHOTGUN,0,8,25
1095,PHI,ARI,1,10,UNDER CENTER,0,8,25
1097,DEN,BUF,2,2,SHOTGUN,0,10,24
1101,DEN,BUF,2,7,UNDER CENTER,1,10,24
1102,DEN,BUF,1,10,UNDER CENTER,0,10,24
1104,BUF,DEN,2,9,SHOTGUN,1,15,29
1105,BUF,DEN,1,9,SHOTGUN,1,15,29
1106,BUF,DEN,3,2,SHOTGUN,1,15,29
1107,BUF,DEN,2,10,SHOTGUN,0,15,29
1109,BUF,DEN,1,10,SHOTGUN,1,15,29
1110,BUF,DEN,3,4,SHOTGUN,1,15,29
1114,DEN,BUF,1,10,UNDER CENTER,0,10,24
1116,DEN,BUF,2,6,UNDER CENTER,1,10,24
1119,LV,LAC,2,7,UNDER CENTER,1,14,20
1121,LAC,LV,1,10,UNDER CENTER,0,27,23
1123,LV,LAC,2,8,SHOTGUN,1,14,20
1124,LV,LAC,1,10,SHOTGUN,0,14,20
1125,LV,LAC,1,10,UNDER CENTER,1,14,20
1126,LAC,LV,1,10,SHOTGUN,0,27,23
1129,LV,LAC,2,2,SHOTGUN,1,14,20
1130,LV,LAC,1,3,UNDER CENTER,0,14,20
1131,LV,LAC,4,1,UNDER CENTER,1,14,20
1132,LV,LAC,3,1,UNDER CENTER,0,14,20
1133,LAC,LV,3,5,SHOTGUN,1,27,23
1134,LAC,LV,2,15,SHOTGUN,1,27,23
1136,LAC,LV,1,10,SHOTGUN,1,27,23
1137,LAC,LV,2,5,SHOTGUN,0,27,23
1138,LAC,LV,1,10,UNDER CENTER,0,27,23
1140,TB,ATL,1,1,UNDER CENTER,0,29,15
1141,TB,ATL,1,10,SHOTGUN,1,29,15
1142,TB,ATL,2,1,UNDER CENTER,0,29,15
1143,TB,ATL,1,10,UNDER CENTER,0,29,15
1145,IND,HOU,3,5,SHOTGUN,1,28,31
1146,IND,HOU,2,6,UNDER CENTER,0,28,31
1147,IND,HOU,1,10,UNDER CENTER,0,28,31
1149,HOU,IND,3,5,SHOTGUN,1,16,2
1152,HOU,IND,1,10,UNDER CENTER,0,16,2
1153,HOU,IND,3,1,SHOTGUN,0,16,2
1154,HOU,IND,2,3,UNDER CENTER,1,16,2
1155,HOU,IND,1,10,SHOTGUN,1,16,2
1157,HOU,IND,1,10,SHOTGUN,0,16,2
1159,IND,HOU,3,10,SHOTGUN,1,28,31
1160,IND,HOU,2,10,UNDER CENTER,1,28,31
1161,IND,HOU,1,10,UNDER CENTER,1,28,31
1162,IND,HOU,3,2,UNDER CENTER,0,28,31
1163,IND,HOU,2,1,UNDER CENTER,0,28,31
1164,IND,HOU,1,10,UNDER CENTER,0,28,31
1165,IND,HOU,2,4,SHOTGUN,0,28,31
1166,HOU,IND,1,10,SHOTGUN,1,16,2
1169,IND,HOU,2,3,UNDER CENTER,0,28,31
1170,IND,HOU,1,10,SHOTGUN,1,28,31
1171,IND,HOU,1,10,SHOTGUN,0,28,31
1172,IND,HOU,1,10,UNDER CENTER,0,28,31
1174,LV,LAC,2,10,SHOTGUN,0,14,20
1175,CLE,BAL,2,2,UNDER CENTER,0,4,26
1180,BUF,PIT,3,1,UNDER CENTER,0,3,13
1181,BUF,PIT,2,12,UNDER CENTER,0,3,13
1183,BUF,PIT,2,4,SHOTGUN,1,3,13
1184,BUF,PIT,1,10,UNDER CENTER,0,3,13
1187,BUF,DEN,3,7,SHOTGUN,1,15,29
1188,BUF,DEN,2,13,SHOTGUN,1,15,29
1189,BUF,DEN,1,20,SHOTGUN,1,15,29
1191,BUF,DEN,2,10,SHOTGUN,1,15,29
1192,BUF,DEN,1,10,SHOTGUN,1,15,29
1193,BUF,DEN,1,10,SHOTGUN,1,15,29
1195,DEN,BUF,1,10,UNDER CENTER,1,10,24
1198,PIT,BUF,3,6,SHOTGUN,1,10,24
1199,PIT,BUF,2,7,UNDER CENTER,0,10,24
1200,PIT,BUF,1,10,UNDER CENTER,0,10,24
1203,SF,WAS,1,6,UNDER CENTER,1,2,11
1204,SF,WAS,2,1,UNDER CENTER,0,2,11
1205,SF,WAS,1,10,UNDER CENTER,1,2,11
1206,WAS,SF,1,10,UNDER CENTER,1,7,7
1207,WAS,SF,1,10,UNDER CENTER,1,7,7
1208,WAS,SF,3,1,SHOTGUN,1,7,7
1209,WAS,SF,2,1,UNDER CENTER,0,7,7
1213,WAS,SF,2,8,SHOTGUN,0,7,7
1214,WAS,SF,1,10,UNDER CENTER,0,7,7
1215,LAC,LV,1,10,UNDER CENTER,0,27,23
1216,LAC,LV,3,6,SHOTGUN,1,27,23
1217,LAC,LV,2,14,SHOTGUN,1,27,23
1218,LAC,LV,2,6,UNDER CENTER,1,27,23
1221,CLE,BAL,1,10,SHOTGUN,1,4,26
1222,CLE,BAL,2,3,SHOTGUN,1,4,26
1223,CLE,BAL,1,10,SHOTGUN,1,4,26
1231,LAC,ATL,2,8,UNDER CENTER,1,29,15
1232,LAC,ATL,2,5,SHOTGUN,1,29,15
1233,LAC,ATL,1,10,NO HUDDLE SHOTGUN,1,29,15
1234,LAC,ATL,2,9,SHOTGUN,0,29,15
1236,LAC,ATL,1,10,SHOTGUN,1,29,15
1239,ARI,PHI,1,8,NO HUDDLE SHOTGUN,0,20,10
1240,ARI,PHI,1,10,SHOTGUN,1,20,10
1248,DAL,SF,3,10,SHOTGUN,1,7,7
1249,DAL,SF,2,10,UNDER CENTER,1,7,7
1250,DAL,SF,1,10,UNDER CENTER,1,7,7
1251,MIN,DET,3,4,SHOTGUN,1,32,14
1252,MIN,DET,2,4,UNDER CENTER,1,32,14
1253,MIN,DET,1,9,UNDER CENTER,0,32,14
1254,MIN,DET,2,9,SHOTGUN,1,32,14
1255,DET,MIN,2,6,NO HUDDLE,1,30,22
1256,DET,MIN,1,10,UNDER CENTER,0,30,22
1257,DET,MIN,1,15,SHOTGUN,1,30,22
1260,MIN,DET,4,2,UNDER CENTER,1,32,14
1261,MIN,DET,3,13,SHOTGUN,1,32,14
1263,MIN,DET,1,10,UNDER CENTER,0,32,14
1266,DAL,NYG,2,8,SHOTGUN,1,11,9
1267,DAL,NYG,1,10,UNDER CENTER,0,11,9
1268,DAL,NYG,2,8,SHOTGUN,1,11,9
1269,DAL,NYG,1,10,UNDER CENTER,0,11,9
1270,NYJ,NE,3,7,SHOTGUN,1,24,17
1271,NYJ,NE,2,5,UNDER CENTER,0,24,17
1273,NE,NYJ,1,10,UNDER CENTER,1,23,6
1274,KC,ATL,2,10,SHOTGUN,1,29,15
1275,KC,ATL,2,5,UNDER CENTER,1,29,15
1277,CHI,JAX,1,3,UNDER CENTER,0,31,27
1280,CHI,JAX,3,2,SHOTGUN,1,31,27
1281,CHI,JAX,2,4,SHOTGUN,0,31,27
1284,PIT,IND,1,10,SHOTGUN,1,16,2
1285,PIT,IND,1,10,SHOTGUN,1,16,2
1286,IND,PIT,1,10,SHOTGUN,1,3,13
1287,IND,PIT,2,2,UNDER CENTER,0,3,13
1288,IND,PIT,1,10,SHOTGUN,1,3,13
1289,PIT,IND,1,10,SHOTGUN,1,16,2
1293,CIN,HOU,3,4,SHOTGUN,1,28,31
1296,NYG,BAL,2,10,NO HUDDLE SHOTGUN,1,4,26
1297,NYG,BAL,1,10,NO HUDDLE SHOTGUN,1,4,26
1298,BAL,NYG,1,10,SHOTGUN,0,11,9
1299,NYG,BAL,3,22,NO HUDDLE SHOTGUN,1,4,26
1301,NYG,BAL,1,10,UNDER CENTER,1,4,26
1307,BAL,NYG,2,10,SHOTGUN,0,11,9
1308,KC,ATL,3,10,SHOTGUN,1,29,15
1309,KC,ATL,2,10,SHOTGUN,1,29,15
1310,KC,ATL,1,10,SHOTGUN,1,29,15
1311,BAL,NYG,1,15,SHOTGUN,1,11,9
1313,BAL,NYG,3,4,SHOTGUN,0,11,9
1314,BAL,NYG,2,10,SHOTGUN,1,11,9
1315,BAL,NYG,1,2,UNDER CENTER,1,11,9
1316,BAL,NYG,1,10,SHOTGUN,0,11,9
1317,BAL,NYG,3,4,SHOTGUN,1,11,9
1318,BAL,NYG,2,10,SHOTGUN,0,11,9
1319,BAL,NYG,1,10,SHOTGUN,1,11,9
1320,BAL,NYG,3,1,SHOTGUN,0,11,9
1321,BAL,NYG,2,7,SHOTGUN,0,11,9
1325,CLE,NYJ,3,1,NO HUDDLE,0,23,6
1326,CLE,NYJ,2,7,NO HUDDLE SHOTGUN,0,23,6
1327,CLE,NYJ,1,10,SHOTGUN,1,23,6
1329,CLE,NYJ,2,10,SHOTGUN,1,23,6
1330,CLE,NYJ,1,10,SHOTGUN,1,23,6
1331,CLE,NYJ,1,10,SHOTGUN,0,23,6
1335,CLE,NYJ,1,3,SHOTGUN,1,23,6
1336,CLE,NYJ,3,1,UNDER CENTER,0,23,6
1337,CLE,NYJ,2,10,SHOTGUN,1,23,6
1338,CLE,NYJ,1,10,NO HUDDLE SHOTGUN,1,23,6
1340,NYJ,CLE,3,6,SHOTGUN,1,18,12
1341,NYJ,CLE,2,4,UNDER CENTER,0,18,12
1342,NYJ,CLE,1,10,UNDER CENTER,0,18,12
1345,NYJ,CLE,1,10,SHOTGUN,0,18,12
1346,NYJ,CLE,1,10,UNDER CENTER,0,18,12
1348,HOU,CIN,3,2,SHOTGUN,1,26,31
1349,HOU,CIN,2,4,SHOTGUN,0,26,31
1350,HOU,CIN,1,8,SHOTGUN,1,26,31
1353,NE,NYJ,2,2,NO HUDDLE SHOTGUN,1,23,6
1354,NE,NYJ,1,10,UNDER CENTER,0,23,6
1355,NE,NYJ,2,1,UNDER CENTER,0,23,6
1358,BAL,CIN,3,1,SHOTGUN,0,26,31
1360,CIN,BAL,3,7,SHOTGUN,1,4,26
1361,CIN,BAL,2,7,SHOTGUN,1,4,26
1362,CIN,BAL,1,10,UNDER CENTER,0,4,26
1363,BAL,CIN,1,10,SHOTGUN,1,26,31
1367,GB,CHI,2,13,SHOTGUN,1,17,8
1368,GB,CHI,1,17,SHOTGUN,0,17,8
1371,GB,CHI,3,4,SHOTGUN,1,17,8
1372,GB,CHI,2,8,UNDER CENTER,0,17,8
1373,GB,CHI,1,11,SHOTGUN,0,17,8
1375,LAC,KC,2,1,UNDER CENTER,0,19,19
1376,LAC,KC,1,10,UNDER CENTER,1,19,19
1381,DET,MIN,1,2,NO HUDDLE,0,30,22
1382,DET,MIN,2,10,SHOTGUN,1,30,22
1383,DET,MIN,1,10,UNDER CENTER,1,30,22
1385,SF,DAL,3,1,SHOTGUN,0,21,30
1386,SF,DAL,2,10,UNDER CENTER,0,21,30
1387,SF,DAL,1,10,UNDER CENTER,1,21,30
1390,DAL,SF,3,10,SHOTGUN,1,7,7
1394,SF,DAL,2,5,SHOTGUN,1,21,30
1395,SF,DAL,1,2,UNDER CENTER,0,21,30
1396,SF,DAL,1,10,NO HUDDLE,1,21,30
1398,KC,NO,3,4,SHOTGUN,1,5,5
1399,KC,NO,1,10,UNDER CENTER,0,5,5
1402,WAS,SEA,2,5,SHOTGUN,1,13,4
1405,WAS,SEA,3,12,SHOTGUN,1,13,4
1406,WAS,SEA,2,12,SHOTGUN,1,13,4
1408,WAS,SEA,1,10,SHOTGUN,1,13,4
1410,SEA,WAS,3,12,SHOTGUN,1,2,11
1411,SEA,WAS,1,10,UNDER CENTER,1,2,11
1415,CLE,NYG,2,11,UNDER CENTER,0,11,9
1416,CLE,NYG,1,10,UNDER CENTER,0,11,9
1419,CLE,NYG,3,21,SHOTGUN,0,11,9
1421,CHI,MIN,3,6,UNDER CENTER,0,30,22
1423,CHI,MIN,2,6,UNDER CENTER,0,30,22
1425,CHI,MIN,1,10,UNDER CENTER,0,30,22
1427,CHI,MIN,3,6,SHOTGUN,1,30,22
1428,CHI,MIN,2,5,SHOTGUN,0,30,22
1429,CHI,MIN,1,7,UNDER CENTER,0,30,22
1430,CHI,MIN,2,1,UNDER CENTER,0,30,22
1432,MIN,CHI,1,10,UNDER CENTER,1,17,8
1433,MIN,CHI,3,5,SHOTGUN,1,17,8
1434,MIN,CHI,2,10,SHOTGUN,1,17,8
1435,MIN,CHI,1,10,UNDER CENTER,1,17,8
1436,MIN,CHI,2,1,UNDER CENTER,0,17,8
1437,MIN,CHI,1,10,UNDER CENTER,0,17,8
1439,CHI,MIN,1,10,UNDER CENTER,0,30,22
1440,MIN,CHI,1,10,UNDER CENTER,0,17,8
1442,MIN,CHI,1,10,SHOTGUN,0,17,8
1443,MIN,CHI,1,10,UNDER CENTER,1,17,8
1445,MIN,CHI,2,1,UNDER CENTER,0,17,8
1447,CHI,MIN,2,3,UNDER CENTER,0,30,22
1448,CHI,MIN,1,6,SHOTGUN,0,30,22
1451,CHI,MIN,3,3,NO HUDDLE SHOTGUN,1,30,22
1452,CHI,MIN,2,8,SHOTGUN,1,30,22
1453,CHI,MIN,1,10,UNDER CENTER,0,30,22
1454,CHI,MIN,2,2,UNDER CENTER,1,30,22
1455,CHI,MIN,1,10,UNDER CENTER,0,30,22
1456,WAS,SEA,3,11,SHOTGUN,1,13,4
1457,WAS,SEA,2,11,SHOTGUN,1,13,4
1458,WAS,SEA,1,10,UNDER CENTER,0,13,4
1461,NYG,ARI,1,1,NO HUDDLE SHOTGUN,0,8,25
1462,NYG,ARI,3,4,NO HUDDLE SHOTGUN,1,8,25
1463,NYG,ARI,2,7,NO HUDDLE SHOTGUN,1,8,25
1468,ARI,NYG,2,1,NO HUDDLE SHOTGUN,1,11,9
1469,ARI,NYG,1,10,SHOTGUN,1,11,9
1473,ARI,NYG,3,5,SHOTGUN,1,11,9
1476,ARI,NYG,1,10,NO HUDDLE SHOTGUN,1,11,9
1478,ARI,NYG,3,7,SHOTGUN,1,11,9
1480,ARI,NYG,2,7,SHOTGUN,1,11,9
1481,ARI,NYG,1,6,NO HUDDLE SHOTGUN,0,11,9
1482,ARI,NYG,1,10,SHOTGUN,0,11,9
1485,ARI,NYG,3,16,SHOTGUN,1,11,9
1486,ARI,NYG,2,15,SHOTGUN,0,11,9
1490,ARI,NYG,2,14,NO HUDDLE SHOTGUN,1,11,9
1491,ARI,NYG,1,10,NO HUDDLE,0,11,9
1492,ARI,NYG,2,5,NO HUDDLE SHOTGUN,1,11,9
1493,ARI,NYG,1,10,SHOTGUN,1,11,9
1494,ARI,NYG,4,1,UNDER CENTER,1,11,9
1495,ARI,NYG,3,1,SHOTGUN,0,11,9
1496,ARI,NYG,2,6,SHOTGUN,1,11,9
1497,ARI,NYG,1,9,SHOTGUN,0,11,9
1499,NYG,ARI,1,10,NO HUDDLE SHOTGUN,1,8,25
1504,MIA,KC,1,10,NO HUDDLE SHOTGUN,1,19,19
1507,NE,MIA,2,2,NO HUDDLE SHOTGUN,1,25,16
1508,NE,MIA,1,10,SHOTGUN,1,25,16
1510,MIA,NE,2,1,UNDER CENTER,0,24,17
1511,BAL,JAX,1,10,SHOTGUN,1,31,27
1512,JAX,BAL,2,10,UNDER CENTER,1,4,26
1513,JAX,BAL,1,10,UNDER CENTER,1,4,26
1514,JAX,BAL,4,4,SHOTGUN,1,4,26
1515,JAX,BAL,3,12,SHOTGUN,1,4,26
1517,JAX,BAL,2,9,SHOTGUN,0,4,26
1518,JAX,BAL,1,10,UNDER CENTER,0,4,26
1519,BAL,JAX,2,10,SHOTGUN,1,31,27
1520,BAL,JAX,1,10,SHOTGUN,0,31,27
